Treatment,Tank,Fragment,Picture,Time ,date,F0,Fm,YII
29,2,75,,4,2017-05-17,0.1946,0.3505,0.445
29,2,81,,4,2017-05-17,0.1549,0.2387,0.351
29,2,69,,4,2017-05-17,0.1554,0.2814,0.448
29,2,80,,4,2017-05-17,0.1652,0.3069,0.462
29,2,66,,4,2017-05-17,0.1691,0.3088,0.452
29,2,89,,4,2017-05-17,0.1819,0.3059,0.405
29,2,25,,4,2017-05-17,0.1603,0.2922,0.451
29,2,22,,4,2017-05-17,0.1613,0.2716,0.406
29,2,32,,4,2017-05-17,0.2005,0.3657,0.452
29,2,2,,4,2017-05-17,0.1456,0.2397,0.393
29,2,5,,4,2017-05-17,0.148,0.3069,0.518
29,2,93,,4,2017-05-17,0.1711,0.3377,0.493
29,2,24,,4,2017-05-17,0.1975,0.3691,0.465
29,2,41,,4,2017-05-17,0.177,0.2686,0.341
27,3,88,,5,2017-05-24,0.1833,0.2324,0.211
27,3,12,,5,2017-05-24,0.1853,0.3618,0.488
27,3,3,,5,2017-05-24,0.1422,0.2392,0.406
27,3,59,,5,2017-05-24,0.1966,0.2951,0.334
27,3,92,,5,2017-05-24,0.1961,0.3686,0.468
27,3,78,,5,2017-05-24,0.1696,0.2608,0.35
27,3,11,,5,2017-05-24,0.1373,0.2789,0.508
27,3,40,,5,2017-05-24,0.1544,0.2662,0.42
27,3,57,,5,2017-05-24,0.1917,0.3127,0.387
27,3,96,,5,2017-05-24,0.1304,0.2392,0.455
27,3,60,,5,2017-05-24,0.173,0.2422,0.285
27,3,63,,5,2017-05-24,0.1721,0.2373,0.275
27,3,79,,5,2017-05-24,0.1828,0.2681,0.318
27,3,83,,5,2017-05-24,0.1735,0.2848,0.391
27,3,82,,5,2017-05-24,0.1475,0.2824,0.477
27,3,28,,5,2017-05-24,0.1779,0.2941,0.395
27,3,29,,5,2017-05-24,0.1637,0.2838,0.423
27,3,73,,5,2017-05-24,0.1446,0.1966,0.264
27,3,90,,5,2017-05-24,0.1907,0.3206,0.405
27,3,84,,5,2017-05-24,0.1765,0.3029,0.417
27,3,35,,5,2017-05-24,0.1824,0.298,0.388
27,3,65,,5,2017-05-24,0.1397,0.3044,0.541
27,3,58,,5,2017-05-24,0.1794,0.3779,0.525
27,3,62,,5,2017-05-24,0.1681,0.3275,0.487
27,3,31,,5,2017-05-24,0.1676,0.3044,0.449
27,3,30,,5,2017-05-24,0.1892,0.3319,0.43
26,4,94,,5,2017-05-24,0.1882,0.2544,0.26
26,4,1,,5,2017-05-24,0.1745,0.2632,0.337
26,4,16,,5,2017-05-24,0.1868,0.2652,0.296
26,4,9,,5,2017-05-24,0.1623,0.2637,0.385
26,4,72,,5,2017-05-24,0.2049,0.2608,0.214
26,4,36,,5,2017-05-24,0.1833,0.2819,0.35
26,4,51,,5,2017-05-24,0.1451,0.2402,0.396
26,4,67,,5,2017-05-24,0.1608,0.2118,0.241
26,4,17,,5,2017-05-24,0.1608,0.2407,0.332
26,4,50,,5,2017-05-24,0.1475,0.2294,0.357
26,4,61,,5,2017-05-24,0.1897,0.2603,0.271
26,4,76,,5,2017-05-24,0.1475,0.1931,0.236
26,4,64,,5,2017-05-24,0.1691,0.2338,0.277
26,4,55,,5,2017-05-24,0.1623,0.2451,0.338
26,4,42,,5,2017-05-24,0.1696,0.2407,0.295
26,4,44,,5,2017-05-24,0.1833,0.2608,0.297
26,4,77,,5,2017-05-24,0.1696,0.248,0.316
26,4,56,,5,2017-05-24,0.1946,0.2525,0.229
26,4,13,,5,2017-05-24,0.1392,0.2059,0.324
28,1,125,,5,2017-05-24,0.1407,0.2436,0.423
28,1,20,,5,2017-05-24,0.1672,0.3078,0.457
28,1,109,,5,2017-05-24,0.1848,0.2868,0.356
28,1,132,,5,2017-05-24,0.1529,0.2647,0.422
28,1,112,,5,2017-05-24,0.1417,0.2691,0.474
28,1,71,,5,2017-05-24,0.1667,0.3078,0.459
28,1,137,,5,2017-05-24,0.1676,0.3368,0.502
28,1,85,,5,2017-05-24,0.176,0.3471,0.493
28,1,34,,5,2017-05-24,0.1824,0.3373,0.459
28,1,49,,5,2017-05-24,0.177,0.3833,0.538
28,1,18,,5,2017-05-24,0.1657,0.3319,0.501
28,1,135,,5,2017-05-24,0.176,0.3426,0.486
28,1,133,,5,2017-05-24,0.1515,0.2794,0.458
28,1,130,,5,2017-05-24,0.1564,0.2446,0.361
28,1,8,,5,2017-05-24,0.1583,0.3554,0.554
28,1,126,,5,2017-05-24,0.1657,0.2828,0.414
28,1,15,,5,2017-05-24,0.1505,0.2902,0.481
28,1,134,,5,2017-05-24,0.149,0.2392,0.377
28,1,111,,5,2017-05-24,0.1613,0.299,0.461
28,1,43,,5,2017-05-24,0.1779,0.3123,0.43
28,1,37,,5,2017-05-24,0.2054,0.3681,0.442
28,1,114,,5,2017-05-24,0.1471,0.2843,0.483
28,1,124,,5,2017-05-24,0.1843,0.3328,0.446
28,1,27,,5,2017-05-24,0.1534,0.3186,0.518
28,1,91,,5,2017-05-24,0.1392,0.2912,0.522
28,1,46,,5,2017-05-24,0.1985,0.3569,0.444
28,1,19,,5,2017-05-24,0.1833,0.3309,0.446
28,1,129,,5,2017-05-24,0.1539,0.274,0.438
28,1,68,,5,2017-05-24,0.1441,0.2348,0.386
28,1,187,,5,2017-05-24,0.1868,0.3147,0.407
28,1,196,,5,2017-05-24,0.1471,0.2887,0.491
29,2,87,,5,2017-05-24,0.1603,0.2534,0.368
29,2,54,,5,2017-05-24,0.1676,0.3245,0.483
29,2,23,,5,2017-05-24,0.1917,0.3618,0.47
29,2,38,,5,2017-05-24,0.1676,0.3069,0.454
29,2,53,,5,2017-05-24,0.1515,0.3025,0.499
29,2,10,,5,2017-05-24,0.1475,0.2985,0.506
29,2,33,,5,2017-05-24,0.1902,0.3637,0.477
29,2,39,,5,2017-05-24,0.1475,0.2623,0.437
29,2,14,,5,2017-05-24,0.1343,0.2637,0.491
29,2,4,,5,2017-05-24,0.1539,0.2627,0.414
29,2,48,,5,2017-05-24,0.1853,0.3275,0.434
29,2,52,,5,2017-05-24,0.1863,0.4083,0.544
29,2,70,,5,2017-05-24,0.1559,0.3137,0.503
29,2,6,,5,2017-05-24,0.1652,0.3255,0.492
29,2,45,,5,2017-05-24,0.177,0.3588,0.507
29,2,95,,5,2017-05-24,0.1569,0.3304,0.525
29,2,75,,5,2017-05-24,0.1446,0.2897,0.501
29,2,81,,5,2017-05-24,0.1696,0.3324,0.49
29,2,69,,5,2017-05-24,0.1691,0.3623,0.533
29,2,80,,5,2017-05-24,0.1926,0.4069,0.527
29,2,66,,5,2017-05-24,0.1353,0.3132,0.568
29,2,89,,5,2017-05-24,0.1917,0.3902,0.509
29,2,25,,5,2017-05-24,0.1721,0.3686,0.533
29,2,22,,5,2017-05-24,0.1647,0.3603,0.543
29,2,32,,5,2017-05-24,0.2039,0.4446,0.541
29,2,2,,5,2017-05-24,0.1299,0.277,0.531
29,2,5,,5,2017-05-24,0.1304,0.299,0.564
29,2,93,,5,2017-05-24,0.1667,0.3696,0.549
29,2,24,,5,2017-05-24,0.1882,0.3966,0.525
29,2,41,,5,2017-05-24,0.1475,0.2647,0.443
27,3,88,,6,2017-05-31,0.1824,0.251,0.273
27,3,12,,6,2017-05-31,0.1853,0.3422,0.458
27,3,3,,6,2017-05-31,0.1382,0.2652,0.479
27,3,59,,6,2017-05-31,0.1779,0.2814,0.368
27,3,92,,6,2017-05-31,0.1995,0.3461,0.424
27,3,78,,6,2017-05-31,0.1706,0.2559,0.333
27,3,11,,6,2017-05-31,0.1343,0.2706,0.504
27,3,40,,6,2017-05-31,0.1549,0.2721,0.431
27,3,57,,6,2017-05-31,0.2025,0.3284,0.384
27,3,96,,6,2017-05-31,0.1426,0.2392,0.404
27,3,60,,6,2017-05-31,0.1765,0.2574,0.314
27,3,63,,6,2017-05-31,0.1672,0.2446,0.317
27,3,79,,6,2017-05-31,0.1691,0.251,0.326
27,3,83,,6,2017-05-31,0.175,0.2873,0.391
27,3,82,,6,2017-05-31,0.1539,0.3029,0.492
27,3,28,,6,2017-05-31,0.1696,0.2819,0.398
27,3,29,,6,2017-05-31,0.1745,0.2985,0.415
27,3,73,,6,2017-05-31,0.1456,0.1946,0.252
27,3,90,,6,2017-05-31,0.2005,0.3103,0.354
27,3,84,,6,2017-05-31,0.174,0.2946,0.409
27,3,35,,6,2017-05-31,0.1838,0.3005,0.388
27,3,65,,6,2017-05-31,0.1279,0.2672,0.521
27,3,58,,6,2017-05-31,0.1721,0.3412,0.496
27,3,62,,6,2017-05-31,0.1632,0.3181,0.487
27,3,31,,6,2017-05-31,0.2103,0.3387,0.379
27,3,30,,6,2017-05-31,0.1936,0.3162,0.388
26,4,94,,6,2017-05-31,0.1892,0.2328,0.187
26,4,1,,6,2017-05-31,0.1505,0.2088,0.279
26,4,16,,6,2017-05-31,0.1775,0.2436,0.272
26,4,9,,6,2017-05-31,0.1431,0.2083,0.313
26,4,72,,6,2017-05-31,0.1775,0.2157,0.177
26,4,36,,6,2017-05-31,0.1824,0.2426,0.248
26,4,51,,6,2017-05-31,0.1515,0.2132,0.29
26,4,67,,6,2017-05-31,0.1672,0.1941,0.139
26,4,17,,6,2017-05-31,0.1672,0.2029,0.176
26,4,50,,6,2017-05-31,0.152,0.2078,0.269
26,4,61,,6,2017-05-31,0.1848,0.227,0.186
26,4,76,,6,2017-05-31,0.1647,0.1863,0.116
26,4,64,,6,2017-05-31,0.176,0.2162,0.186
26,4,55,,6,2017-05-31,0.1794,0.226,0.206
