Treatment,Tank,Fragment,Picture,Time ,date,F0,Fm,YII
27,3,92,1,0,12.04.17,0.1221,0.252,0.516
27,3,96,2,0,12.04.17,0.1775,0.3554,0.501
28,1,8,15,0,12.04.17,0.1358,0.2132,0.363
28,1,15,15,0,12.04.17,0.1304,0.2608,0.5
28,1,18,14,0,12.04.17,0.1319,0.2358,0.441
28,1,19,18,0,12.04.17,0.1618,0.2814,0.425
28,1,20,12,0,12.04.17,0.1275,0.2784,0.542
28,1,27,17,0,12.04.17,0.1475,0.2142,0.311
28,1,34,13,0,12.04.17,0.1451,0.2113,0.313
28,1,37,17,0,12.04.17,0.1549,0.2691,0.424
28,1,43,16,0,12.04.17,0.1706,0.2569,0.336
28,1,46,18,0,12.04.17,0.1426,0.2436,0.414
28,1,49,14,0,12.04.17,0.1235,0.2221,0.444
28,1,68,19,0,12.04.17,0.1358,0.2025,0.329
28,1,71,13,0,12.04.17,0.1343,0.201,0.332
28,1,85,13,0,12.04.17,0.1387,0.2314,0.4
28,1,91,18,0,12.04.17,0.1343,0.2319,0.421
28,1,109,12,0,12.04.17,0.1265,0.2887,0.562
28,1,111,16,0,12.04.17,0.1431,0.225,0.364
28,1,112,13,0,12.04.17,0.1304,0.1902,0.314
28,1,114,17,0,12.04.17,0.1789,0.3054,0.414
28,1,124,17,0,12.04.17,0.1461,0.2172,0.327
28,1,125,12,0,12.04.17,0.1304,0.276,0.528
28,1,126,15,0,12.04.17,0.1191,0.2284,0.479
28,1,129,18,0,12.04.17,0.1828,0.3167,0.423
28,1,130,15,0,12.04.17,0.1265,0.199,0.365
28,1,132,12,0,12.04.17,0.1451,0.3564,0.593
28,1,133,14,0,12.04.17,0.1338,0.2338,0.428
28,1,134,16,0,12.04.17,0.1328,0.1848,0.281
28,1,135,14,0,12.04.17,0.1304,0.2456,0.469
28,1,137,13,0,12.04.17,0.102,0.1755,0.419
28,1,187,19,0,12.04.17,0.1358,0.2069,0.344
28,1,196,20,0,12.04.17,0.1446,0.2181,0.337
29,2,2,26,0,12.04.17,0.1539,0.2819,0.454
29,2,4,23,0,12.04.17,0.1294,0.2373,0.455
29,2,5,27,0,12.04.17,0.1245,0.2858,0.564
29,2,6,24,0,12.04.17,0.1328,0.2941,0.548
29,2,10,22,0,12.04.17,0.1652,0.3353,0.507
29,2,14,22,0,12.04.17,0.1686,0.3534,0.523
29,2,22,26,0,12.04.17,0.1534,0.3191,0.519
29,2,23,21,0,12.04.17,0.1353,0.2882,0.531
29,2,24,27,0,12.04.17,0.1466,0.2838,0.484
29,2,25,26,0,12.04.17,0.1436,0.2848,0.496
29,2,32,26,0,12.04.17,0.1637,0.3446,0.525
29,2,33,22,0,12.04.17,0.1363,0.2961,0.54
29,2,38,21,0,12.04.17,0.1338,0.2877,0.535
29,2,39,22,0,12.04.17,0.1358,0.3039,0.553
29,2,41,27,0,12.04.17,0.1441,0.2627,0.451
29,2,45,24,0,12.04.17,0.1446,0.2926,0.506
29,2,48,23,0,12.04.17,0.1294,0.2657,0.513
29,2,52,23,0,12.04.17,0.1657,0.3054,0.457
29,2,53,22,0,12.04.17,0.148,0.298,0.503
29,2,54,21,0,12.04.17,0.1407,0.2554,0.449
29,2,66,25,0,12.04.17,0.1328,0.2961,0.551
29,2,69,25,0,12.04.17,0.1549,0.2922,0.47
29,2,70,24,0,12.04.17,0.125,0.2716,0.54
29,2,75,24,0,12.04.17,0.1686,0.3539,0.524
29,2,80,25,0,12.04.17,0.1358,0.3064,0.557
29,2,81,25,0,12.04.17,0.1279,0.2466,0.481
29,2,87,21,0,12.04.17,0.1343,0.2574,0.478
29,2,89,26,0,12.04.17,0.1446,0.2833,0.49
29,2,93,27,0,12.04.17,0.1324,0.3113,0.575
29,2,95,24,0,12.04.17,0.1368,0.274,0.501
27,,88,1,1,19.04.17,0.1632,0.2662,0.387
27,,12,1,1,19.04.17,0.1667,0.3181,0.476
27,,3,1,1,19.04.17,0.1539,0.2887,0.467
27,,59,1,1,19.04.17,0.1637,0.323,0.493
27,,92,1,1,19.04.17,0.174,0.3824,0.545
27,,78,1,1,19.04.17,0.1799,0.3294,0.454
27,,11,2,1,19.04.17,0.1451,0.2946,0.507
27,,40,2,1,19.04.17,0.1696,0.3059,0.446
27,,57,2,1,19.04.17,0.1794,0.2966,0.395
27,,96,2,1,19.04.17,0.1377,0.2637,0.478
27,,60,3,1,19.04.17,0.1632,0.2627,0.379
27,,63,3,1,19.04.17,0.1686,0.3172,0.468
27,,79,3,1,19.04.17,0.1637,0.2971,0.449
27,,83,4,1,19.04.17,0.1338,0.2495,0.464
27,,82,4,1,19.04.17,0.1363,0.251,0.457
27,,28,4,1,19.04.17,0.1603,0.2578,0.378
27,,29,4,1,19.04.17,0.1843,0.3265,0.435
27,,73,5,1,19.04.17,0.1284,0.2495,0.485
27,,90,5,1,19.04.17,0.1657,0.2765,0.401
27,,84,5,1,19.04.17,0.1627,0.2662,0.389
27,,35,5,1,19.04.17,0.2025,0.3642,0.444
27,,65,6,1,19.04.17,0.1529,0.3294,0.536
27,,58,6,1,19.04.17,0.1456,0.2627,0.446
27,,62,6,1,19.04.17,0.1343,0.2632,0.49
27,,31,6,1,19.04.17,0.1569,0.2725,0.424
27,,30,6,1,19.04.17,0.1951,0.327,0.403
26,,94,7,1,19.04.17,0.1809,0.3064,0.41
26,,1,7,1,19.04.17,0.1431,0.2804,0.49
26,,16,7,1,19.04.17,0.15,0.3181,0.529
26,,9,7,1,19.04.17,0.1377,0.3142,0.562
26,,72,7,1,19.04.17,0.1897,0.2887,0.343
26,,86,8,1,19.04.17,0.1417,0.2054,0.31
26,,36,8,1,19.04.17,0.176,0.2848,0.382
26,,51,8,1,19.04.17,0.148,0.251,0.41
26,,67,8,1,19.04.17,0.1833,0.277,0.338
26,,17,9,1,19.04.17,0.1309,0.2632,0.503
26,,50,9,1,19.04.17,0.1662,0.2838,0.415
26,,61,9,1,19.04.17,0.1926,0.324,0.405
26,,76,9,1,19.04.17,0.1809,0.2961,0.389
26,,64,10,1,19.04.17,0.1515,0.2647,0.428
26,,55,10,1,19.04.17,0.1828,0.3083,0.407
26,,42,10,1,19.04.17,0.1686,0.2833,0.405
26,,44,10,1,19.04.17,0.1652,0.2672,0.382
26,,77,11,1,19.04.17,0.1706,0.2716,0.372
26,,56,11,1,19.04.17,0.1407,0.2627,0.465
26,,13,11,1,19.04.17,0.1338,0.2627,0.491
28,,125,12,1,19.04.17,0.1461,0.2304,0.366
28,,20,12,1,19.04.17,0.1451,0.2657,0.454
28,,109,12,1,19.04.17,0.1559,0.2475,0.37
28,,132,12,1,19.04.17,0.1529,0.2348,0.349
28,,112,13,1,19.04.17,0.1456,0.2181,0.333
28,,71,13,1,19.04.17,0.1324,0.2304,0.426
28,,137,13,1,19.04.17,0.1412,0.2147,0.342
28,,85,13,1,19.04.17,0.1426,0.2843,0.498
28,,34,13,1,19.04.17,0.1779,0.3431,0.481
28,,49,14,1,19.04.17,0.1314,0.2652,0.505
28,,18,14,1,19.04.17,0.1593,0.2814,0.434
28,,135,14,1,19.04.17,0.1706,0.2471,0.31
28,,133,14,1,19.04.17,0.1809,0.2662,0.32
28,,130,15,1,19.04.17,0.1456,0.2392,0.391
28,,8,15,1,19.04.17,0.1299,0.2863,0.546
28,,126,15,1,19.04.17,0.1755,0.2966,0.408
28,,15,15,1,19.04.17,0.1691,0.3422,0.506
28,,134,16,1,19.04.17,0.1475,0.2196,0.328
28,,111,16,1,19.04.17,0.1755,0.2696,0.349
28,,43,16,1,19.04.17,0.1882,0.3309,0.431
28,,37,17,1,19.04.17,0.1819,0.325,0.44
28,,114,17,1,19.04.17,0.1392,0.2176,0.36
28,,124,17,1,19.04.17,0.176,0.2608,0.325
28,,27,17,1,19.04.17,0.1725,0.3132,0.449
28,,91,18,1,19.04.17,0.1456,0.2613,0.443
28,,46,18,1,19.04.17,0.1662,0.2804,0.407
28,,19,18,1,19.04.17,0.173,0.2941,0.412
28,,129,18,1,19.04.17,0.1358,0.2044,0.336
28,,68,19,1,19.04.17,0.1505,0.2324,0.352
28,,187,19,1,19.04.17,0.1882,0.249,0.244
28,,196,19,1,19.04.17,0.1333,0.2123,0.372
29,,87,21,1,19.04.17,0.148,0.2632,0.438
29,,54,21,1,19.04.17,0.1343,0.2549,0.473
29,,23,21,1,19.04.17,0.1632,0.2799,0.417
29,,38,21,1,19.04.17,0.1613,0.3064,0.474
29,,53,22,1,19.04.17,0.1446,0.3113,0.535
29,,10,22,1,19.04.17,0.1338,0.2711,0.506
29,,33,22,1,19.04.17,0.1931,0.3637,0.469
29,,39,22,1,19.04.17,0.1441,0.2721,0.47
29,,14,22,1,19.04.17,0.174,0.3382,0.486
29,,4,23,1,19.04.17,0.1471,0.2672,0.45
29,,48,23,1,19.04.17,0.1735,0.2902,0.402
29,,52,23,1,19.04.17,0.1691,0.3583,0.528
29,,70,24,1,19.04.17,0.1701,0.3534,0.519
29,,6,24,1,19.04.17,0.1892,0.3647,0.481
29,,45,24,1,19.04.17,0.1667,0.3549,0.53
29,,95,24,1,19.04.17,0.1652,0.3672,0.55
29,,75,24,1,19.04.17,0.1828,0.3583,0.49
29,,81,25,1,19.04.17,0.1716,0.3064,0.44
29,,69,25,1,19.04.17,0.1348,0.2863,0.529
29,,80,25,1,19.04.17,0.1627,0.3647,0.554
29,,66,25,1,19.04.17,0.1466,0.3255,0.55
29,,89,26,1,19.04.17,0.1735,0.3005,0.423
29,,25,26,1,19.04.17,0.1475,0.2828,0.478
29,,22,26,1,19.04.17,0.1475,0.2652,0.444
29,,32,26,1,19.04.17,0.1676,0.3475,0.518
29,,2,26,1,19.04.17,0.1348,0.2618,0.485
29,,5,27,1,19.04.17,0.1309,0.3059,0.572
29,,93,27,1,19.04.17,0.1647,0.3083,0.466
29,,24,27,1,19.04.17,0.1819,0.3912,0.535
29,,41,27,1,19.04.17,0.1667,0.3167,0.474
27,,88,1,2,26.04.17,0.1711,0.2873,0.404
27,,12,1,2,26.04.17,0.1971,0.3985,0.506
27,,3,1,2,26.04.17,0.1681,0.3225,0.479
27,,59,1,2,26.04.17,0.1912,0.3706,0.484
27,,92,1,2,26.04.17,0.1922,0.399,0.518
27,,78,1,2,26.04.17,0.1838,0.3319,0.446
27,,11,2,2,26.04.17,0.1377,0.3025,0.545
27,,40,2,2,26.04.17,0.1824,0.3083,0.409
27,,57,2,2,26.04.17,0.1951,0.3632,0.463
27,,96,2,2,26.04.17,0.1554,0.3147,0.506
27,,60,3,2,26.04.17,0.1789,0.2951,0.394
27,,63,3,2,26.04.17,0.1765,0.325,0.457
27,,79,3,2,26.04.17,0.1784,0.3137,0.431
27,,83,4,2,26.04.17,0.1711,0.3123,0.452
27,,82,4,2,26.04.17,0.1745,0.3265,0.465
27,,28,4,2,26.04.17,0.1696,0.2985,0.432
27,,29,4,2,26.04.17,0.198,0.3794,0.478
27,,73,5,2,26.04.17,0.1407,0.2529,0.444
27,,90,5,2,26.04.17,0.1917,0.3686,0.48
27,,84,5,2,26.04.17,0.175,0.3132,0.441
27,,35,5,2,26.04.17,0.1941,0.3897,0.502
27,,65,6,2,26.04.17,0.1387,0.3319,0.582
27,,58,6,2,26.04.17,0.1784,0.3725,0.521
27,,62,6,2,26.04.17,0.1574,0.3377,0.534
27,,31,6,2,26.04.17,0.1926,0.3804,0.494
27,,30,6,2,26.04.17,0.1887,0.3583,0.473
26,,94,7,2,26.04.17,0.1637,0.3505,0.533
26,,1,7,2,26.04.17,0.1343,0.3402,0.605
26,,16,7,2,26.04.17,0.1618,0.4304,0.624
26,,9,7,2,26.04.17,0.1299,0.3593,0.638
26,,72,7,2,26.04.17,0.199,0.3784,0.474
26,,86,8,2,26.04.17,0.1426,0.1941,0.265
26,,36,8,2,26.04.17,0.1828,0.2853,0.359
26,,51,8,2,26.04.17,0.1608,0.2284,0.296
26,,67,8,2,26.04.17,0.1642,0.2657,0.382
26,,17,9,2,26.04.17,0.1588,0.2799,0.433
26,,50,9,2,26.04.17,0.1667,0.2662,0.374
26,,61,9,2,26.04.17,0.1897,0.2819,0.327
26,,76,9,2,26.04.17,0.1828,0.2667,0.314
26,,64,10,2,26.04.17,0.1975,0.2975,0.336
26,,55,10,2,26.04.17,0.1691,0.2701,0.374
26,,42,10,2,26.04.17,0.1775,0.2735,0.351
26,,44,10,2,26.04.17,0.1887,0.2804,0.327
26,,77,11,2,26.04.17,0.1868,0.3147,0.407
26,,56,11,2,26.04.17,0.1956,0.2902,0.326
26,,13,11,2,26.04.17,0.1662,0.2907,0.428
28,,125,12,2,26.04.17,0.1824,0.2833,0.356
28,,20,12,2,26.04.17,0.174,0.3255,0.465
28,,109,12,2,26.04.17,0.1784,0.2809,0.365
28,,132,12,2,26.04.17,0.1814,0.2843,0.362
28,,112,13,2,26.04.17,0.1466,0.2206,0.336
28,,71,13,2,26.04.17,0.1436,0.2436,0.41
28,,137,13,2,26.04.17,0.1539,0.2275,0.323
28,,85,13,2,26.04.17,0.148,0.2652,0.442
28,,34,13,2,26.04.17,0.1833,0.3392,0.46
28,,49,14,2,26.04.17,0.1544,0.2706,0.429
28,,18,14,2,26.04.17,0.1392,0.2608,0.466
28,,135,14,2,26.04.17,0.1593,0.2353,0.323
28,,133,14,2,26.04.17,0.1897,0.2882,0.342
28,,130,15,2,26.04.17,0.1623,0.2564,0.367
28,,8,15,2,26.04.17,0.1343,0.3088,0.565
28,,126,15,2,26.04.17,0.2015,0.3265,0.383
28,,15,15,2,26.04.17,0.1775,0.3309,0.464
28,,134,16,2,26.04.17,0.1951,0.3333,0.415
28,,111,16,2,26.04.17,0.1608,0.2495,0.356
28,,43,16,2,26.04.17,0.199,0.2917,0.318
28,,37,17,2,26.04.17,0.1892,0.3608,0.476
28,,114,17,2,26.04.17,0.1525,0.2304,0.338
28,,124,17,2,26.04.17,0.174,0.275,0.367
28,,27,17,2,26.04.17,0.1765,0.3172,0.444
28,,91,18,2,26.04.17,0.1466,0.2564,0.428
28,,46,18,2,26.04.17,0.1863,0.298,0.375
28,,19,18,2,26.04.17,0.1917,0.3113,0.384
28,,129,18,2,26.04.17,0.1676,0.252,0.335
28,,68,19,2,26.04.17,0.1613,0.2539,0.365
28,,187,19,2,26.04.17,0.1941,0.2637,0.264
28,,196,19,2,26.04.17,0.1691,0.2814,0.399
29,,87,21,2,26.04.17,0.1387,0.2358,0.412
29,,54,21,2,26.04.17,0.1446,0.2637,0.452
29,,23,21,2,26.04.17,0.1775,0.2902,0.389
29,,38,21,2,26.04.17,0.177,0.3167,0.441
29,,53,22,2,26.04.17,0.1672,0.3642,0.541
29,,10,22,2,26.04.17,0.1338,0.2676,0.5
29,,33,22,2,26.04.17,0.2015,0.377,0.466
29,,39,22,2,26.04.17,0.1725,0.3113,0.446
29,,14,22,2,26.04.17,0.1632,0.3235,0.495
29,,4,23,2,26.04.17,0.1608,0.2853,0.436
29,,48,23,2,26.04.17,0.1975,0.3348,0.41
29,,52,23,2,26.04.17,0.1985,0.3941,0.496
29,,70,24,2,26.04.17,0.1706,0.3407,0.499
29,,6,24,2,26.04.17,0.1853,0.3289,0.437
29,,45,24,2,26.04.17,0.1936,0.3828,0.494
29,,95,24,2,26.04.17,0.1676,0.3691,0.546
29,,75,24,2,26.04.17,0.1765,0.3343,0.472
29,,81,25,2,26.04.17,0.1789,0.3377,0.47
29,,69,25,2,26.04.17,0.1544,0.324,0.523
29,,80,25,2,26.04.17,0.1858,0.4069,0.543
29,,66,25,2,26.04.17,0.1873,0.3897,0.519
29,,89,26,2,26.04.17,0.1941,0.3515,0.448
29,,25,26,2,26.04.17,0.1603,0.3554,0.549
29,,22,26,2,26.04.17,0.1637,0.3044,0.462
29,,32,26,2,26.04.17,0.1917,0.4206,0.544
29,,2,26,2,26.04.17,0.1505,0.298,0.495
29,,5,27,2,26.04.17,0.1441,0.326,0.558
29,,93,27,2,26.04.17,0.1745,0.3417,0.489
29,,24,27,2,26.04.17,0.1995,0.4093,0.513
29,,41,27,2,26.04.17,0.1858,0.3539,0.475
28,1,125,,3,2017-05-10,0.1946,0.2735,0.289
28,1,20,,3,2017-05-10,0.1868,0.3064,0.39
28,1,109,,3,2017-05-10,0.1853,0.2652,0.301
28,1,132,,3,2017-05-10,0.1917,0.2706,0.292
28,1,112,,3,2017-05-10,0.1436,0.2176,0.34
28,1,71,,3,2017-05-10,0.1426,0.2456,0.419
28,1,137,,3,2017-05-10,0.1652,0.249,0.337
28,1,85,,3,2017-05-10,0.1544,0.2696,0.427
28,1,34,,3,2017-05-10,0.1931,0.3461,0.442
28,1,49,,3,2017-05-10,0.1824,0.3167,0.424
28,1,18,,3,2017-05-10,0.1564,0.2961,0.472
28,1,135,,3,2017-05-10,0.1775,0.2716,0.347
28,1,133,,3,2017-05-10,0.1784,0.2652,0.327
28,1,130,,3,2017-05-10,0.1667,0.2441,0.317
28,1,8,,3,2017-05-10,0.151,0.3157,0.522
28,1,126,,3,2017-05-10,0.1936,0.2936,0.341
28,1,15,,3,2017-05-10,0.1784,0.3074,0.419
28,1,134,,3,2017-05-10,0.1745,0.2397,0.272
28,1,111,,3,2017-05-10,0.1995,0.2858,0.302
28,1,43,,3,2017-05-10,0.1975,0.326,0.394
28,1,37,,3,2017-05-10,0.1907,0.3069,0.379
28,1,114,,3,2017-05-10,0.1382,0.2132,0.352
28,1,124,,3,2017-05-10,0.1613,0.2387,0.324
28,1,27,,3,2017-05-10,0.1637,0.3152,0.481
28,1,91,,3,2017-05-10,0.1348,0.2402,0.439
28,1,46,,3,2017-05-10,0.1897,0.2975,0.362
28,1,19,,3,2017-05-10,0.1804,0.2799,0.356
28,1,129,,3,2017-05-10,0.1637,0.2382,0.313
28,1,68,,3,2017-05-10,0.1647,0.2456,0.329
28,1,187,,3,2017-05-10,0.201,0.2676,0.249
28,1,196,,3,2017-05-10,0.1931,0.3348,0.423
27,3,88,,3,2017-05-10,0.1853,0.2529,0.267
27,3,12,,3,2017-05-10,0.1819,0.3588,0.493
27,3,3,,3,2017-05-10,0.1696,0.2882,0.412
27,3,59,,3,2017-05-10,0.1887,0.3225,0.415
27,3,92,,3,2017-05-10,0.1951,0.3819,0.489
27,3,78,,3,2017-05-10,0.1735,0.2618,0.337
27,3,11,,3,2017-05-10,0.1446,0.3029,0.523
27,3,40,,3,2017-05-10,0.1716,0.2765,0.379
27,3,57,,3,2017-05-10,0.1985,0.351,0.434
27,3,96,,3,2017-05-10,0.1431,0.277,0.483
27,3,60,,3,2017-05-10,0.1828,0.2627,0.304
27,3,63,,3,2017-05-10,0.1755,0.2657,0.339
27,3,79,,3,2017-05-10,0.1975,0.3,0.342
27,3,83,,3,2017-05-10,0.1721,0.2706,0.364
27,3,82,,3,2017-05-10,0.1652,0.2931,0.436
27,3,28,,3,2017-05-10,0.1667,0.2676,0.377
27,3,29,,3,2017-05-10,0.1877,0.323,0.419
27,3,73,,3,2017-05-10,0.151,0.2333,0.353
27,3,90,,3,2017-05-10,0.1843,0.3088,0.403
27,3,84,,3,2017-05-10,0.1686,0.2583,0.347
27,3,35,,3,2017-05-10,0.1931,0.3255,0.407
27,3,65,,3,2017-05-10,0.1466,0.325,0.549
27,3,58,,3,2017-05-10,0.1873,0.3642,0.486
27,3,62,,3,2017-05-10,0.1544,0.2956,0.478
27,3,31,,3,2017-05-10,0.1858,0.3328,0.442
27,3,30,,3,2017-05-10,0.1971,0.3471,0.432
26,4,94,,3,2017-05-10,0.1495,0.202,0.26
26,4,1,,3,2017-05-10,0.1392,0.2069,0.327
26,4,16,,3,2017-05-10,0.1485,0.227,0.346
26,4,9,,3,2017-05-10,0.1353,0.223,0.393
26,4,72,,3,2017-05-10,0.1941,0.2324,0.165
26,4,36,,3,2017-05-10,0.1985,0.2662,0.254
26,4,51,,3,2017-05-10,0.1613,0.2221,0.274
26,4,67,,3,2017-05-10,0.1838,0.2201,0.165
26,4,17,,3,2017-05-10,0.1539,0.2294,0.329
26,4,50,,3,2017-05-10,0.1613,0.2275,0.291
26,4,61,,3,2017-05-10,0.2,0.2681,0.254
26,4,76,,3,2017-05-10,0.1809,0.2255,0.198
26,4,64,,3,2017-05-10,0.1956,0.273,0.284
26,4,55,,3,2017-05-10,0.1564,0.2466,0.366
26,4,42,,3,2017-05-10,0.177,0.2623,0.325
26,4,44,,3,2017-05-10,0.1961,0.2779,0.295
26,4,77,,3,2017-05-10,0.1642,0.2382,0.311
26,4,56,,3,2017-05-10,0.1863,0.2436,0.235
26,4,13,,3,2017-05-10,0.1544,0.2275,0.321
29,2,87,,3,2017-05-10,0.1407,0.2083,0.325
29,2,54,,3,2017-05-10,0.1588,0.2613,0.392
29,2,23,,3,2017-05-10,0.176,0.2564,0.314
29,2,38,,3,2017-05-10,0.1946,0.3054,0.363
29,2,53,,3,2017-05-10,0.1539,0.2912,0.471
29,2,10,,3,2017-05-10,0.1422,0.2583,0.45
29,2,33,,3,2017-05-10,0.199,0.3436,0.421
29,2,39,,3,2017-05-10,0.152,0.2426,0.374
29,2,14,,3,2017-05-10,0.1696,0.2672,0.365
29,2,4,,3,2017-05-10,0.1652,0.2461,0.329
29,2,48,,3,2017-05-10,0.1882,0.2721,0.308
29,2,52,,3,2017-05-10,0.1931,0.3358,0.425
29,2,70,,3,2017-05-10,0.1696,0.2838,0.402
29,2,6,,3,2017-05-10,0.1868,0.2868,0.349
29,2,45,,3,2017-05-10,0.2,0.3275,0.389
29,2,95,,3,2017-05-10,0.1456,0.2907,0.499
29,2,75,,3,2017-05-10,0.1735,0.3074,0.435
29,2,81,,3,2017-05-10,0.1882,0.3127,0.398
29,2,69,,3,2017-05-10,0.1745,0.3343,0.478
29,2,80,,3,2017-05-10,0.199,0.4088,0.513
29,2,66,,3,2017-05-10,0.1721,0.3176,0.458
29,2,89,,3,2017-05-10,0.1735,0.2652,0.346
29,2,25,,3,2017-05-10,0.1696,0.2975,0.43
29,2,22,,3,2017-05-10,0.1554,0.2461,0.369
29,2,32,,3,2017-05-10,0.1951,0.3412,0.428
29,2,2,,3,2017-05-10,0.1417,0.2392,0.408
29,2,5,,3,2017-05-10,0.1343,0.2922,0.54
29,2,93,,3,2017-05-10,0.1578,0.3132,0.496
29,2,24,,3,2017-05-10,0.1971,0.352,0.44
29,2,41,,3,2017-05-10,0.1642,0.2667,0.384
27,3,88,,4,2017-05-17,0.1824,0.2255,0.191
27,3,12,,4,2017-05-17,0.1721,0.3083,0.442
27,3,3,,4,2017-05-17,0.1647,0.274,0.399
27,3,59,,4,2017-05-17,0.1784,0.2598,0.313
27,3,92,,4,2017-05-17,0.1975,0.348,0.432
27,3,78,,4,2017-05-17,0.1892,0.2583,0.268
27,3,11,,4,2017-05-17,0.151,0.2907,0.481
27,3,40,,4,2017-05-17,0.1882,0.2971,0.366
27,3,57,,4,2017-05-17,0.224,0.3456,0.352
27,3,96,,4,2017-05-17,0.1676,0.2926,0.427
27,3,60,,4,2017-05-17,0.1603,0.2221,0.278
27,3,63,,4,2017-05-17,0.1525,0.2074,0.265
27,3,79,,4,2017-05-17,0.1691,0.2422,0.302
27,3,83,,4,2017-05-17,0.1534,0.223,0.312
27,3,82,,4,2017-05-17,0.1603,0.2784,0.424
27,3,28,,4,2017-05-17,0.1578,0.249,0.366
27,3,29,,4,2017-05-17,0.1843,0.3044,0.395
27,3,73,,4,2017-05-17,0.1422,0.1956,0.273
27,3,90,,4,2017-05-17,0.1912,0.3005,0.364
27,3,84,,4,2017-05-17,0.1647,0.2574,0.36
27,3,35,,4,2017-05-17,0.1946,0.3157,0.384
27,3,65,,4,2017-05-17,0.1505,0.3093,0.513
27,3,58,,4,2017-05-17,0.1775,0.3353,0.471
27,3,62,,4,2017-05-17,0.1618,0.3039,0.468
27,3,31,,4,2017-05-17,0.1887,0.3265,0.422
27,3,30,,4,2017-05-17,0.1971,0.3338,0.41
26,4,94,,4,2017-05-17,0.1863,0.2446,0.238
26,4,1,,4,2017-05-17,0.1436,0.2015,0.287
26,4,16,,4,2017-05-17,0.1667,0.224,0.256
26,4,9,,4,2017-05-17,0.1451,0.2172,0.332
26,4,72,,4,2017-05-17,0.1912,0.2294,0.167
26,4,36,,4,2017-05-17,0.1882,0.252,0.253
26,4,51,,4,2017-05-17,0.1441,0.2025,0.288
26,4,67,,4,2017-05-17,0.1676,0.1985,0.156
26,4,17,,4,2017-05-17,0.1701,0.2373,0.283
26,4,50,,4,2017-05-17,0.1466,0.2132,0.313
26,4,61,,4,2017-05-17,0.1926,0.2485,0.225
26,4,76,,4,2017-05-17,0.1926,0.2324,0.171
26,4,64,,4,2017-05-17,0.1892,0.2559,0.261
26,4,55,,4,2017-05-17,0.1471,0.2147,0.315
26,4,42,,4,2017-05-17,0.1667,0.2343,0.289
26,4,44,,4,2017-05-17,0.1824,0.2456,0.257
26,4,77,,4,2017-05-17,0.1819,0.2471,0.264
26,4,56,,4,2017-05-17,0.1897,0.2328,0.185
26,4,13,,4,2017-05-17,0.1716,0.2304,0.255
28,1,125,,4,2017-05-17,0.1475,0.2216,0.334
28,1,20,,4,2017-05-17,0.1289,0.2211,0.417
28,1,109,,4,2017-05-17,0.1407,0.2069,0.32
28,1,132,,4,2017-05-17,0.1397,0.2201,0.365
28,1,112,,4,2017-05-17,0.1588,0.2706,0.413
28,1,71,,4,2017-05-17,0.1466,0.2725,0.462
28,1,137,,4,2017-05-17,0.1515,0.273,0.445
28,1,85,,4,2017-05-17,0.1578,0.2828,0.442
28,1,34,,4,2017-05-17,0.1931,0.3554,0.457
28,1,49,,4,2017-05-17,0.1574,0.2843,0.447
28,1,18,,4,2017-05-17,0.1446,0.2804,0.484
28,1,135,,4,2017-05-17,0.1721,0.3015,0.429
28,1,133,,4,2017-05-17,0.176,0.3029,0.419
28,1,130,,4,2017-05-17,0.1765,0.2721,0.351
28,1,8,,4,2017-05-17,0.1618,0.3564,0.546
28,1,126,,4,2017-05-17,0.1926,0.3093,0.377
28,1,15,,4,2017-05-17,0.1868,0.3407,0.452
28,1,134,,4,2017-05-17,0.151,0.2309,0.346
28,1,111,,4,2017-05-17,0.1716,0.2833,0.394
28,1,43,,4,2017-05-17,0.1716,0.2966,0.421
28,1,37,,4,2017-05-17,0.1995,0.3422,0.417
28,1,114,,4,2017-05-17,0.1436,0.2667,0.461
28,1,124,,4,2017-05-17,0.1843,0.3005,0.387
28,1,27,,4,2017-05-17,0.1779,0.3721,0.522
28,1,91,,4,2017-05-17,0.1412,0.2647,0.467
28,1,46,,4,2017-05-17,0.1873,0.3029,0.382
28,1,19,,4,2017-05-17,0.1691,0.2725,0.379
28,1,129,,4,2017-05-17,0.1627,0.2485,0.345
28,1,68,,4,2017-05-17,0.1721,0.2475,0.305
28,1,187,,4,2017-05-17,0.1961,0.2784,0.296
28,1,196,,4,2017-05-17,0.1721,0.2475,0.305
29,2,87,,4,2017-05-17,0.1431,0.2054,0.303
29,2,54,,4,2017-05-17,0.1725,0.2971,0.419
29,2,23,,4,2017-05-17,0.1784,0.2838,0.371
29,2,38,,4,2017-05-17,0.1995,0.3353,0.405
29,2,53,,4,2017-05-17,0.1863,0.3466,0.463
29,2,10,,4,2017-05-17,0.1456,0.275,0.471
29,2,33,,4,2017-05-17,0.1936,0.3373,0.426
29,2,39,,4,2017-05-17,0.1632,0.2681,0.391
29,2,14,,4,2017-05-17,0.1422,0.2358,0.397
29,2,4,,4,2017-05-17,0.15,0.2088,0.282
29,2,48,,4,2017-05-17,0.1721,0.249,0.309
29,2,52,,4,2017-05-17,0.1917,0.3343,0.427
29,2,70,,4,2017-05-17,0.1745,0.2897,0.398
29,2,6,,4,2017-05-17,0.1632,0.2691,0.393
29,2,45,,4,2017-05-17,0.1838,0.2961,0.379
29,2,95,,4,2017-05-17,0.1549,0.3,0.484
