Treatment,Tank,Fragment,Picture_0,Date_0,F0_0,Fm_0,YII_0,Date_1,F0_1,Fm_1,YII_1,Date_2,F0_2,Fm_2,YII_2,Date_3,F0_3,Fm_3,YII_3,Date_4,F0_4,Fm_4,YII_4,Date_5,F0_5,Fm_5,YII_5,Date_6,F0_6,Fm_6,YII_6,Date_7,F0_7,Fm_7,YII_7,Date_8,F0_8,Fm_8,YII_8,Date_9,F0_9,Fm_9,YII_9,Date_10,F0_10,Fm_10,YII_10,Date_11,F0_11,Fm_11,YII_11,Date_12,F0_12,Fm_12,YII_12,Date_13,F0_13,Fm_13,YII_13,Date_14,F0_14,Fm_14,YII_14,Date_15,Tank_15,F0_15,Fm_15,YII_15,Date_16,Tank_16,F0_16,Fm_16,YII_16,Date_17,Tank_17,F0_17,Fm_17,YII_17,Date_18,Tank_18,F0_18,Fm_18,YII_17,Date_19,Tank_19,Fo_19,Fm_19,YII_19
27,3,28,4,12.04.17,0.1314,0.2789,0.529,19.04.17,0.1603,0.2578,0.378,26.04.17,0.1574,0.3377,0.534,2017-05-10,0.1667,0.2676,0.377,2017-05-17,0.1578,0.249,0.366,2017-05-24,0.1779,0.2941,0.395,2017-05-31,0.1696,0.2819,0.398,2017-06-07,0.1794,0.3583,0.499,2017-06-14,0.1725,0.3569,0.516,2017-06-21,0.1951,0.373,0.477,2017-06-28,0.1853,0.3755,0.507,2017-07-05,0.1833,0.3578,0.488,2017-07-12,0.2015,0.3848,0.476,2017-07-19,0.1966,0.424,0.536,2017-07-26,0.198,0.4623,0.572,2017-08-09,2,0.1725,0.4495,0.616,2017-08-16,4,0.1931,0.4838,0.601,2017-08-25,4,0.1848,0.426,0.566,2017-09-20,1,0.1779,0.3814,0.533,2017-09-27,2,0.1902,0.4186,0.546
27,3,29,4,12.04.17,0.1265,0.2534,0.501,19.04.17,0.1843,0.3265,0.435,26.04.17,0.1926,0.3804,0.494,2017-05-10,0.1877,0.323,0.419,2017-05-17,0.1843,0.3044,0.395,2017-05-24,0.1637,0.2838,0.423,2017-05-31,0.1745,0.2985,0.415,2017-06-07,0.1882,0.3775,0.501,2017-06-14,0.1544,0.3118,0.505,2017-06-21,0.1814,0.3505,0.483,2017-06-28,0.1971,0.4113,0.521,2017-07-05,0.1833,0.373,0.509,2017-07-12,0.1931,0.3725,0.482,2017-07-19,0.2,0.4279,0.533,2017-07-26,0.1441,0.3525,0.591,2017-08-09,2,0.1745,0.4578,0.619,2017-08-16,4,0.1676,0.4206,0.601,2017-08-25,4,0.1789,0.3721,0.519,2017-09-20,1,0.1775,0.377,0.529,2017-09-27,2,0.1833,0.4025,0.544
27,3,30,6,12.04.17,0.1363,0.2755,0.505,19.04.17,0.1951,0.327,0.403,26.04.17,0.1887,0.3583,0.473,2017-05-10,0.1971,0.3471,0.432,2017-05-17,0.1971,0.3338,0.41,2017-05-24,0.1892,0.3319,0.43,2017-05-31,0.1936,0.3162,0.388,2017-06-07,0.1824,0.3647,0.5,2017-06-14,0.1975,0.3917,0.496,2017-06-21,0.1838,0.3348,0.451,2017-06-28,0.1642,0.3348,0.51,2017-07-05,0.1711,0.3505,0.512,2017-07-12,0.1956,0.3922,0.501,2017-07-19,0.1564,0.3348,0.533,2017-07-26,0.1569,0.3696,0.576,2017-08-09,2,0.177,0.4559,0.612,2017-08-16,4,0.1676,0.4397,0.619,2017-08-25,4,0.1966,0.4069,0.517,2017-09-20,1,0.1574,0.3623,0.566,2017-09-27,2,0.1647,0.3706,0.556
27,3,40,2,12.04.17,0.1358,0.3265,0.584,19.04.17,0.1696,0.3059,0.446,26.04.17,0.1618,0.4304,0.624,2017-05-10,0.1716,0.2765,0.379,2017-05-17,0.1882,0.2971,0.366,2017-05-24,0.1544,0.2662,0.42,2017-05-31,0.1549,0.2721,0.431,2017-06-07,0.1525,0.3353,0.545,2017-06-14,0.1426,0.3358,0.575,2017-06-21,0.1407,0.3211,0.562,2017-06-28,0.1603,0.4123,0.611,2017-07-05,0.1608,0.374,0.57,2017-07-12,0.1564,0.4025,0.611,2017-07-19,0.1564,0.4118,0.62,2017-07-26,0.1426,0.3941,0.638,2017-08-09,2,0.1446,0.425,0.66,2017-08-16,4,0.1549,0.4525,0.658,2017-08-25,4,0.1652,0.4118,0.599,2017-09-20,1,0.1505,0.3662,0.589,2017-09-27,2,0.1431,0.3181,0.55
27,3,57,2,12.04.17,0.1623,0.3167,0.488,19.04.17,0.1794,0.2966,0.395,26.04.17,0.1299,0.3593,0.638,2017-05-10,0.1985,0.351,0.434,2017-05-17,0.224,0.3456,0.352,2017-05-24,0.1917,0.3127,0.387,2017-05-31,0.2025,0.3284,0.384,2017-06-07,0.2005,0.375,0.465,2017-06-14,0.1975,0.3819,0.483,2017-06-21,0.1848,0.3417,0.459,2017-06-28,0.1755,0.3745,0.531,2017-07-05,0.1985,0.3858,0.485,2017-07-12,0.2015,0.4093,0.508,2017-07-19,0.1853,0.3828,0.516,2017-07-26,0.1647,0.3691,0.554,2017-08-09,2,0.1985,0.4691,0.577,2017-08-16,4,0.1809,0.4471,0.595,2017-08-25,4,0.2,0.3848,0.48,2017-09-20,1,0.1946,0.3922,0.504,2017-09-27,2,0.1887,0.3804,0.504
27,3,58,6,12.04.17,0.123,0.2877,0.572,19.04.17,0.1456,0.2627,0.446,26.04.17,0.199,0.3784,0.474,2017-05-10,0.1873,0.3642,0.486,2017-05-17,0.1775,0.3353,0.471,2017-05-24,0.1794,0.3779,0.525,2017-05-31,0.1721,0.3412,0.496,2017-06-07,0.1603,0.3667,0.563,2017-06-14,0.1765,0.401,0.56,2017-06-21,0.1436,0.323,0.555,2017-06-28,0.1647,0.3853,0.573,2017-07-05,0.1814,0.4142,0.562,2017-07-12,0.1564,0.3559,0.561,2017-07-19,0.1647,0.4039,0.592,2017-07-26,0.1868,0.4647,0.598,2017-08-09,2,0.1657,0.4515,0.633,2017-08-16,4,0.1539,0.4181,0.632,2017-08-25,4,0.1637,0.375,0.563,2017-09-20,1,0.1574,0.3475,0.547,2017-09-27,2,0.1721,0.3809,0.548
27,3,59,1,12.04.17,0.1598,0.325,0.508,19.04.17,0.1637,0.323,0.493,26.04.17,0.1426,0.1941,0.265,2017-05-10,0.1887,0.3225,0.415,2017-05-17,0.1784,0.2598,0.313,2017-05-24,0.1966,0.2951,0.334,2017-05-31,0.1779,0.2814,0.368,2017-06-07,0.1647,0.3078,0.465,2017-06-14,0.1824,0.3868,0.529,2017-06-21,0.1725,0.3721,0.536,2017-06-28,0.1681,0.3745,0.551,2017-07-05,0.1539,0.3348,0.54,2017-07-12,0.176,0.4005,0.561,2017-07-19,0.1539,0.3794,0.594,2017-07-26,0.1716,0.4451,0.615,2017-08-09,2,0.1642,0.4505,0.635,2017-08-16,4,0.1471,0.4093,0.641,2017-08-25,4,0.1775,0.3971,0.553,2017-09-20,1,0.1819,0.3858,0.529,2017-09-27,2,0.1456,0.3176,0.542
27,3,60,3,12.04.17,0.1544,0.2814,0.451,19.04.17,0.1632,0.2627,0.379,26.04.17,0.1828,0.2853,0.359,2017-05-10,0.1828,0.2627,0.304,2017-05-17,0.1603,0.2221,0.278,2017-05-24,0.173,0.2422,0.285,2017-05-31,0.1765,0.2574,0.314,2017-06-07,0.149,0.2873,0.481,2017-06-14,0.1515,0.3167,0.522,2017-06-21,0.15,0.325,0.538,2017-06-28,0.1451,0.3387,0.572,2017-07-05,0.1569,0.3368,0.534,2017-07-12,0.1686,0.3897,0.567,2017-07-19,0.1588,0.376,0.578,2017-07-26,0.1735,0.4157,0.583,2017-08-09,2,0.15,0.4167,0.64,2017-08-16,4,0.1632,0.4422,0.631,2017-08-25,4,0.1696,0.3956,0.571,2017-09-20,1,0.1422,0.3456,0.589,2017-09-27,2,0.1603,0.4088,0.608
27,3,73,5,12.04.17,0.1176,0.2328,0.495,19.04.17,0.1284,0.2495,0.485,26.04.17,0.1667,0.2662,0.374,2017-05-10,0.151,0.2333,0.353,2017-05-17,0.1422,0.1956,0.273,2017-05-24,0.1446,0.1966,0.264,2017-05-31,0.1456,0.1946,0.252,2017-06-07,0.1642,0.2975,0.448,2017-06-14,0.1471,0.2838,0.482,2017-06-21,0.1373,0.2917,0.529,2017-06-28,0.1662,0.3853,0.569,2017-07-05,0.1456,0.3157,0.539,2017-07-12,0.1446,0.3451,0.581,2017-07-19,0.1426,0.3515,0.594,2017-07-26,0.1422,0.3745,0.62,2017-08-09,2,0.1608,0.4461,0.64,2017-08-16,4,0.1966,0.5255,0.626,2017-08-25,4,0.174,0.4005,0.565,2017-09-20,1,0.1672,0.3534,0.527,2017-09-27,2,0.1623,0.3711,0.563
27,3,78,1,12.04.17,0.1353,0.2735,0.505,19.04.17,0.1799,0.3294,0.454,26.04.17,0.1897,0.2819,0.327,2017-05-10,0.1735,0.2618,0.337,2017-05-17,0.1892,0.2583,0.268,2017-05-24,0.1696,0.2608,0.35,2017-05-31,0.1706,0.2559,0.333,2017-06-07,0.1578,0.2951,0.465,2017-06-14,0.175,0.3735,0.531,2017-06-21,0.1618,0.3539,0.543,2017-06-28,0.1309,0.2858,0.542,2017-07-05,0.1422,0.3078,0.538,2017-07-12,0.1574,0.3578,0.56,2017-07-19,0.1348,0.3088,0.563,2017-07-26,0.1608,0.4157,0.613,2017-08-09,2,0.15,0.4059,0.63,2017-08-16,4,0.1809,0.4672,0.613,2017-08-25,4,0.1554,0.3441,0.548,2017-09-20,1,0.1422,0.3059,0.535,2017-09-27,2,0.1441,0.3191,0.548
27,3,79,3,12.04.17,0.1377,0.2912,0.527,19.04.17,0.1637,0.2971,0.449,26.04.17,0.1828,0.2667,0.314,2017-05-10,0.1975,0.3,0.342,2017-05-17,0.1691,0.2422,0.302,2017-05-24,0.1828,0.2681,0.318,2017-05-31,0.1691,0.251,0.326,2017-06-07,0.1877,0.3515,0.466,2017-06-14,0.1525,0.3098,0.508,2017-06-21,0.1588,0.3225,0.508,2017-06-28,0.1426,0.3225,0.558,2017-07-05,0.1598,0.3593,0.555,2017-07-12,0.1725,0.3765,0.542,2017-07-19,0.1475,0.3333,0.557,2017-07-26,0.1402,0.3544,0.604,2017-08-09,2,0.1554,0.4275,0.636,2017-08-16,4,0.1623,0.4382,0.63,2017-08-25,4,0.1529,0.3431,0.554,2017-09-20,1,0.1431,0.3314,0.568,2017-09-27,2,0.1858,0.4578,0.594
27,3,82,4,12.04.17,0.1358,0.301,0.549,19.04.17,0.1363,0.251,0.457,26.04.17,0.1975,0.2975,0.336,2017-05-10,0.1652,0.2931,0.436,2017-05-17,0.1603,0.2784,0.424,2017-05-24,0.1475,0.2824,0.477,2017-05-31,0.1539,0.3029,0.492,2017-06-07,0.1676,0.3931,0.574,2017-06-14,0.1554,0.3471,0.552,2017-06-21,0.149,0.3475,0.571,2017-06-28,0.1706,0.3995,0.573,2017-07-05,0.15,0.3358,0.553,2017-07-12,0.1529,0.3525,0.566,2017-07-19,0.174,0.4064,0.572,2017-07-26,0.1686,0.4338,0.611,2017-08-09,2,0.1539,0.402,0.617,2017-08-16,4,0.1725,0.4598,0.625,2017-08-25,4,0.1794,0.4157,0.568,2017-09-20,1,0.1725,0.3912,0.559,2017-09-27,2,0.1627,0.3475,0.532
27,3,83,4,12.04.17,0.1284,0.2902,0.557,19.04.17,0.1338,0.2495,0.464,26.04.17,0.1691,0.2701,0.374,2017-05-10,0.1721,0.2706,0.364,2017-05-17,0.1534,0.223,0.312,2017-05-24,0.1735,0.2848,0.391,2017-05-31,0.175,0.2873,0.391,2017-06-07,0.1632,0.3578,0.544,2017-06-14,0.151,0.3431,0.56,2017-06-21,0.152,0.35,0.566,2017-06-28,0.148,0.3549,0.583,2017-07-05,0.1564,0.3716,0.579,2017-07-12,0.1652,0.402,0.589,2017-07-19,0.1564,0.3907,0.6,2017-07-26,0.1338,0.3436,0.611,2017-08-09,2,0.1662,0.4598,0.639,2017-08-16,4,0.1877,0.5108,0.632,2017-08-25,4,0.1662,0.4005,0.585,2017-09-20,1,0.1593,0.3735,0.573,2017-09-27,2,0.1833,0.4672,0.608
27,3,84,5,12.04.17,0.1863,0.3549,0.475,19.04.17,0.1627,0.2662,0.389,26.04.17,0.1775,0.2735,0.351,2017-05-10,0.1686,0.2583,0.347,2017-05-17,0.1647,0.2574,0.36,2017-05-24,0.1765,0.3029,0.417,2017-05-31,0.174,0.2946,0.409,2017-06-07,0.1686,0.3392,0.503,2017-06-14,0.1485,0.3167,0.531,2017-06-21,0.1549,0.3358,0.539,2017-06-28,0.1672,0.3873,0.568,2017-07-05,0.1627,0.3608,0.549,2017-07-12,0.1417,0.3387,0.582,2017-07-19,0.1623,0.3691,0.56,2017-07-26,0.1775,0.4471,0.603,2017-08-09,2,0.1569,0.4441,0.647,2017-08-16,4,0.1804,0.4716,0.617,2017-08-25,4,0.1618,0.3632,0.555,2017-09-20,1,0.1426,0.3539,0.597,2017-09-27,2,0.1559,0.4142,0.624
27,3,88,1,12.04.17,0.1088,0.2108,0.484,19.04.17,0.1632,0.2662,0.387,26.04.17,0.1887,0.2804,0.327,2017-05-10,0.1853,0.2529,0.267,2017-05-17,0.1824,0.2255,0.191,2017-05-24,0.1833,0.2324,0.211,2017-05-31,0.1824,0.251,0.273,2017-06-07,0.1505,0.2662,0.435,2017-06-14,0.1941,0.4034,0.519,2017-06-21,0.1971,0.4343,0.546,2017-06-28,0.1348,0.3201,0.579,2017-07-05,0.1382,0.3132,0.559,2017-07-12,0.1608,0.399,0.597,2017-07-19,0.1456,0.374,0.611,2017-07-26,0.1466,0.3858,0.62,2017-08-09,2,0.1309,0.3583,0.635,2017-08-16,4,0.152,0.4029,0.623,2017-08-25,4,0.1583,0.3495,0.547,2017-09-20,1,0.1721,0.402,0.572,2017-09-27,2,0.1529,0.3667,0.583
27,3,90,5,12.04.17,0.1299,0.2554,0.491,19.04.17,0.1657,0.2765,0.401,26.04.17,0.1868,0.3147,0.407,2017-05-10,0.1843,0.3088,0.403,2017-05-17,0.1912,0.3005,0.364,2017-05-24,0.1907,0.3206,0.405,2017-05-31,0.2005,0.3103,0.354,2017-06-07,0.2176,0.3858,0.436,2017-06-14,0.1897,0.35,0.458,2017-06-21,0.1985,0.3696,0.463,2017-06-28,0.1912,0.3873,0.506,2017-07-05,0.198,0.3843,0.485,2017-07-12,0.1681,0.3564,0.528,2017-07-19,0.2034,0.4132,0.508,2017-07-26,0.1578,0.3588,0.56,2017-08-09,2,0.1809,0.4343,0.584,2017-08-16,4,0.1819,0.4206,0.568,2017-08-25,4,0.2078,0.4098,0.493,2017-09-20,1,0.1951,0.3971,0.509,2017-09-27,2,0.1868,0.402,0.535
27,3,92,1,12.04.17,0.1221,0.252,0.516,19.04.17,0.174,0.3824,0.545,26.04.17,0.1956,0.2902,0.326,2017-05-10,0.1951,0.3819,0.489,2017-05-17,0.1975,0.348,0.432,2017-05-24,0.1961,0.3686,0.468,2017-05-31,0.1995,0.3461,0.424,2017-06-07,0.1784,0.3701,0.518,2017-06-14,0.1681,0.3902,0.569,2017-06-21,0.1593,0.3745,0.575,2017-06-28,0.173,0.4162,0.584,2017-07-05,0.1618,0.3735,0.567,2017-07-12,0.1848,0.4348,0.575,2017-07-19,0.1799,0.4289,0.581,2017-07-26,0.15,0.3779,0.603,2017-08-09,2,0.175,0.4681,0.626,2017-08-16,4,0.1961,0.5279,0.629,2017-08-25,4,0.175,0.3809,0.541,2017-09-20,1,0.1667,0.3931,0.576,2017-09-27,2,0.1417,0.3461,0.591
27,3,96,2,12.04.17,0.1775,0.3554,0.501,19.04.17,0.1377,0.2637,0.478,26.04.17,0.1662,0.2907,0.428,2017-05-10,0.1431,0.277,0.483,2017-05-17,0.1676,0.2926,0.427,2017-05-24,0.1304,0.2392,0.455,2017-05-31,0.1426,0.2392,0.404,2017-06-07,0.1583,0.3093,0.488,2017-06-14,0.1382,0.2941,0.53,2017-06-21,0.1574,0.3152,0.501,2017-06-28,0.1412,0.3216,0.561,2017-07-05,0.1471,0.2985,0.507,2017-07-12,0.1598,0.3461,0.538,2017-07-19,0.1461,0.3485,0.581,2017-07-26,0.1696,0.4118,0.588,2017-08-09,2,0.1363,0.3784,0.64,2017-08-16,4,0.1799,0.476,0.622,2017-08-25,4,0.1681,0.3637,0.538,2017-09-20,1,0.1299,0.3069,0.577,2017-09-27,2,0.1422,0.3578,0.603
28,1,8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-21,0.1559,0.3706,0.579,2017-06-28,0.1946,0.501,0.612,2017-07-05,0.1515,0.3608,0.58,2017-07-12,0.1755,0.4412,0.602,2017-07-19,0.1725,0.4113,0.58,2017-07-26,0.202,0.4314,0.532,2017-08-09,4,0.1882,0.4603,0.591,2017-08-16,3,0.1951,0.5441,0.641,2017-08-25,3,0.1838,0.4196,0.562,2017-09-20,2,0.173,0.4431,0.61,2017-09-27,4,0.1593,0.3696,0.569
28,1,15b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-21,0.1623,0.4054,0.6,2017-06-28,0.2005,0.4931,0.593,2017-07-05,0.1534,0.3735,0.589,2017-07-12,0.152,0.3809,0.601,2017-07-19,0.1971,0.4637,0.575,2017-07-26,0.1647,0.3721,0.557,2017-08-09,4,0.1603,0.3882,0.587,2017-08-16,3,0.1647,0.4593,0.641,2017-08-25,3,0.1623,0.3848,0.578,2017-09-20,2,0.1951,0.4544,0.571,2017-09-27,4,0.1544,0.3147,0.509
28,1,18b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-21,0.1569,0.3814,0.589,2017-06-28,0.1569,0.3784,0.585,2017-07-05,0.1471,0.351,0.581,2017-07-12,0.1623,0.3966,0.591,2017-07-19,0.1922,0.4422,0.565,2017-07-26,0.1917,0.4206,0.544,2017-08-09,4,0.1598,0.3833,0.583,2017-08-16,3,0.1853,0.4799,0.614,2017-08-25,3,0.1897,0.4279,0.557,2017-09-20,2,0.1681,0.3578,0.53,2017-09-27,4,0.1853,0.3539,0.476
28,1,20b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-21,0.1358,0.324,0.581,2017-06-28,0.15,0.3725,0.597,2017-07-05,0.1583,0.3838,0.587,2017-07-12,0.1701,0.4309,0.605,2017-07-19,0.149,0.3412,0.563,2017-07-26,0.1657,0.3843,0.569,2017-08-09,4,0.1578,0.4123,0.617,2017-08-16,3,0.1426,0.3961,0.64,2017-08-25,3,0.1598,0.3828,0.583,2017-09-20,2,0.1794,0.4049,0.557,2017-09-27,4,0.1975,0.3789,0.479
28,1,27b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-21,0.1397,0.3343,0.582,2017-06-28,0.176,0.4348,0.595,2017-07-05,0.1485,0.3608,0.588,2017-07-12,0.1412,0.3471,0.593,2017-07-19,0.1809,0.4118,0.561,2017-07-26,0.1858,0.4108,0.548,2017-08-09,4,0.1627,0.3887,0.581,2017-08-16,3,0.1446,0.4132,0.65,2017-08-25,3,0.149,0.3588,0.585,2017-09-20,2,0.1451,0.3265,0.556,2017-09-27,4,0.1824,0.3431,0.469
28,1,34b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-21,0.1451,0.3407,0.574,2017-06-28,0.1868,0.477,0.608,2017-07-05,0.1382,0.3431,0.597,2017-07-12,0.177,0.4441,0.602,2017-07-19,0.1662,0.3892,0.573,2017-07-26,0.2,0.4843,0.587,2017-08-09,4,0.1716,0.4343,0.605,2017-08-16,3,0.1407,0.4206,0.666,2017-08-25,3,0.2034,0.5402,0.623,2017-09-20,2,0.175,0.3956,0.558,2017-09-27,4,0.1892,0.3706,0.489
28,1,43b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-21,0.1627,0.376,0.567,2017-06-28,0.1436,0.3485,0.588,2017-07-05,0.1613,0.3828,0.579,2017-07-12,0.1475,0.3422,0.569,2017-07-19,0.1794,0.3892,0.539,2017-07-26,0.175,0.3696,0.527,2017-08-09,4,0.1647,0.3946,0.583,2017-08-16,3,0.1961,0.5373,0.635,2017-08-25,3,0.1701,0.4083,0.583,2017-09-20,2,0.151,0.375,0.597,2017-09-27,4,0.1569,0.3417,0.541
28,1,46b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-21,0.1598,0.3696,0.568,2017-06-28,0.1564,0.3858,0.595,2017-07-05,0.1701,0.4152,0.59,2017-07-12,0.1564,0.3784,0.587,2017-07-19,0.1716,0.3902,0.56,2017-07-26,0.1735,0.3853,0.55,2017-08-09,4,0.1686,0.4152,0.594,2017-08-16,3,0.152,0.426,0.643,2017-08-25,3,0.2005,0.4652,0.569,2017-09-20,2,0.1441,0.3716,0.612,2017-09-27,4,0.177,0.4137,0.572
28,1,49b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-21,0.1475,0.3495,0.578,2017-06-28,0.1804,0.4515,0.6,2017-07-05,0.1304,0.3181,0.59,2017-07-12,0.1485,0.3559,0.583,2017-07-19,0.1828,0.426,0.571,2017-07-26,0.1304,0.2961,0.56,2017-08-09,4,0.1907,0.4289,0.555,2017-08-16,3,0.1725,0.4603,0.625,2017-08-25,3,0.1426,0.3225,0.558,2017-09-20,2,0.1328,0.3328,0.601,2017-09-27,4,0.173,0.3745,0.538
28,1,68b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-21,0.1716,0.4029,0.574,2017-06-28,0.1564,0.3985,0.608,2017-07-05,0.1588,0.3848,0.587,2017-07-12,0.1618,0.3775,0.571,2017-07-19,0.1578,0.3422,0.539,2017-07-26,0.201,0.4368,0.54,2017-08-09,4,0.1814,0.4294,0.578,2017-08-16,3,0.1745,0.473,0.631,2017-08-25,3,0.175,0.399,0.561,2017-09-20,2,0.1529,0.3319,0.539,2017-09-27,4,0.1578,0.326,0.516
28,1,71b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-21,0.1662,0.4034,0.588,2017-06-28,0.1534,0.3755,0.591,2017-07-05,0.1475,0.3583,0.588,2017-07-12,0.176,0.4245,0.585,2017-07-19,0.1662,0.3632,0.543,2017-07-26,0.1941,0.4245,0.543,2017-08-09,4,0.1691,0.4029,0.58,2017-08-16,3,0.1627,0.4436,0.633,2017-08-25,3,0.1926,0.4314,0.553,2017-09-20,2,0.1451,0.3578,0.595,2017-09-27,4,0.1632,0.4093,0.601
28,1,85b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-21,0.1588,0.3681,0.569,2017-06-28,0.1897,0.4735,0.599,2017-07-05,0.1539,0.3828,0.598,2017-07-12,0.1593,0.3995,0.601,2017-07-19,0.175,0.4137,0.577,2017-07-26,0.1603,0.3598,0.554,2017-08-09,4,0.1642,0.3897,0.579,2017-08-16,3,0.1946,0.5157,0.623,2017-08-25,3,0.175,0.4059,0.569,2017-09-20,2,0.1515,0.3284,0.539,2017-09-27,4,0.1828,0.3407,0.463
28,1,91b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-21,0.1588,0.3662,0.566,2017-06-28,0.1529,0.3765,0.594,2017-07-05,0.1539,0.3701,0.584,2017-07-12,0.1681,0.4142,0.594,2017-07-19,0.1549,0.3735,0.585,2017-07-26,0.1613,0.3623,0.555,2017-08-09,4,0.1373,0.3157,0.565,2017-08-16,3,0.1721,0.4466,0.615,2017-08-25,3,0.1799,0.3858,0.534,2017-09-20,2,0.1436,0.3657,0.607,2017-09-27,4,0.152,0.3559,0.573
28,1,114b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-21,0.151,0.3559,0.576,2017-06-28,0.1564,0.3775,0.586,2017-07-05,0.125,0.2975,0.58,2017-07-12,0.1466,0.3539,0.586,2017-07-19,0.1549,0.3539,0.562,2017-07-26,0.1333,0.2897,0.54,2017-08-09,4,0.1706,0.4025,0.576,2017-08-16,3,0.1426,0.4015,0.645,2017-08-25,3,0.1745,0.3755,0.535,2017-09-20,2,0.1382,0.3343,0.587,2017-09-27,4,0.152,0.3549,0.572
28,1,125b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-21,0.1676,0.4324,0.612,2017-06-28,0.1549,0.398,0.611,2017-07-05,0.1657,0.4098,0.596,2017-07-12,0.1848,0.4637,0.601,2017-07-19,0.1569,0.3701,0.576,2017-07-26,0.1696,0.3794,0.553,2017-08-09,4,0.1652,0.4074,0.594,2017-08-16,3,0.1667,0.4912,0.661,2017-08-25,3,0.1696,0.4181,0.594,2017-09-20,2,0.1451,0.3544,0.591,2017-09-27,4,0.1696,0.4059,0.582
28,1,126b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-21,0.1784,0.4181,0.573,2017-06-28,0.1505,0.3799,0.604,2017-07-05,0.1338,0.3221,0.584,2017-07-12,0.1672,0.4083,0.591,2017-07-19,0.1701,0.3907,0.565,2017-07-26,0.1877,0.4377,0.571,2017-08-09,4,0.1779,0.4054,0.561,2017-08-16,3,0.1848,0.5304,0.652,2017-08-25,3,0.1873,0.4353,0.57,2017-09-20,2,0.1667,0.4044,0.588,2017-09-27,4,0.1873,0.4225,0.557
28,1,129b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-21,0.1623,0.4005,0.595,2017-06-28,0.1436,0.3618,0.603,2017-07-05,0.1716,0.4103,0.582,2017-07-12,0.1882,0.4598,0.591,2017-07-19,0.1681,0.3652,0.54,2017-07-26,0.1505,0.327,0.54,2017-08-09,4,0.1417,0.3426,0.587,2017-08-16,3,0.1926,0.5162,0.627,2017-08-25,3,0.1941,0.4662,0.584,2017-09-20,2,0.148,0.3721,0.602,2017-09-27,4,0.1529,0.3721,0.589
28,1,196b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-06-21,0.1686,0.3892,0.567,2017-06-28,0.15,0.3608,0.584,2017-07-05,0.127,0.301,0.578,2017-07-12,0.1686,0.4078,0.587,2017-07-19,0.1608,0.3618,0.556,2017-07-26,0.1961,0.4235,0.537,2017-08-09,4,0.1515,0.3554,0.574,2017-08-16,3,0.1809,0.4941,0.634,2017-08-25,3,0.1613,0.3672,0.561,2017-09-20,2,0.1475,0.3598,0.59,2017-09-27,4,0.1431,0.3554,0.597
28b,,1c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,4,0.1525,0.3775,0.596,2017-08-16,3,0.1593,0.3873,0.589,2017-08-25,3,0.2039,0.3941,0.483,2017-09-20,2,0.1725,0.4103,0.579,2017-09-27,4,0.1652,0.3623,0.544
28b,,2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,4,0.1377,0.3814,0.639,2017-08-16,3,0.1412,0.3838,0.632,2017-08-25,3,0.1946,0.4113,0.527,2017-09-20,2,0.1667,0.4,0.583,2017-09-27,4,0.1784,0.376,0.525
28b,,10c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,4,0.1382,0.4083,0.661,2017-08-16,3,0.1794,0.5083,0.647,2017-08-25,3,0.1583,0.3706,0.573,2017-09-20,2,0.1451,0.3623,0.599,2017-09-27,4,0.1569,0.3642,0.569
